id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes,target
1749,Female,Loyal Customer,51,Business travel,Business,2178,1,1,1,1,3,4,3,5,5,5,3,1,5,2,10,1,1
1750,Female,Loyal Customer,51,Business travel,Business,883,1,2,1,1,4,5,5,4,4,5,4,4,4,3,0,0,1
1751,Male,disloyal Customer,22,Business travel,Eco,3888,1,1,1,1,1,2,2,4,4,4,5,2,3,2,43,57,0
1752,Female,Loyal Customer,24,Business travel,Business,2836,5,5,5,5,5,4,5,5,5,2,5,5,4,5,4,0,1
1753,Male,Loyal Customer,59,Business travel,Eco Plus,1466,1,3,3,3,1,1,1,1,4,5,4,3,3,1,0,0,0
1754,Male,Loyal Customer,10,Personal Travel,Eco,1283,1,2,1,2,5,1,5,5,2,4,3,4,3,5,0,0,0
1755,Female,Loyal Customer,56,Business travel,Eco,220,5,5,5,5,5,2,2,5,5,5,5,4,5,1,2,0,1
1756,Male,Loyal Customer,10,Personal Travel,Eco,1829,2,5,2,3,1,2,1,1,4,3,5,3,5,1,0,0,0
1757,Male,Loyal Customer,70,Personal Travel,Eco,1384,1,5,1,1,5,1,5,5,5,4,5,3,5,5,0,0,0
1758,Female,disloyal Customer,30,Business travel,Eco,1309,3,3,3,2,5,3,5,5,4,3,3,1,3,5,8,1,0
1759,Female,Loyal Customer,41,Business travel,Business,2252,1,1,1,1,2,4,5,4,4,5,4,1,4,5,43,50,1
1760,Male,Loyal Customer,54,Business travel,Business,55,0,5,0,4,2,4,4,3,3,3,3,4,3,3,0,0,1
1761,Male,Loyal Customer,49,Business travel,Business,1582,2,2,2,2,5,5,4,5,5,5,5,4,5,5,0,0,1
1762,Female,Loyal Customer,44,Business travel,Business,3614,3,3,3,3,4,4,5,5,5,5,5,4,5,4,7,13,1
1763,Female,Loyal Customer,19,Personal Travel,Eco,1971,5,1,1,1,5,3,1,4,4,5,4,4,4,1,0,0,1
1764,Female,Loyal Customer,35,Business travel,Business,2842,5,5,5,5,5,1,1,5,5,5,4,3,5,5,0,0,1
1765,Female,Loyal Customer,52,Personal Travel,Eco Plus,635,3,5,3,4,5,4,4,4,4,3,4,3,4,4,0,20,0
1766,Female,Loyal Customer,23,Business travel,Business,4544,4,3,3,3,4,4,4,4,3,5,4,2,4,4,10,8,0
1767,Female,disloyal Customer,39,Business travel,Business,2659,3,3,3,2,3,3,3,3,5,4,5,1,5,3,0,15,0
1768,Male,Loyal Customer,51,Business travel,Eco,1759,3,1,1,1,4,3,4,4,4,1,2,4,3,4,96,89,0
1769,Male,Loyal Customer,16,Business travel,Business,3435,4,4,4,4,4,4,4,4,5,4,4,4,4,4,0,0,1
1770,Male,disloyal Customer,25,Business travel,Business,2723,0,0,0,2,4,0,3,4,4,2,4,4,5,4,0,0,1
1771,Male,disloyal Customer,26,Business travel,Business,2924,0,0,0,2,1,0,1,1,5,5,4,5,4,1,0,2,1
1772,Female,Loyal Customer,31,Business travel,Business,1980,3,3,3,3,4,4,4,4,3,3,3,2,2,4,0,0,1
1773,Female,Loyal Customer,25,Personal Travel,Eco Plus,2644,3,3,3,3,5,4,4,5,5,5,5,3,5,4,6,0,1
1774,Male,Loyal Customer,48,Business travel,Business,3152,2,2,2,2,3,4,5,5,5,5,5,3,5,4,0,0,1
1775,Male,Loyal Customer,22,Business travel,Business,2759,3,1,1,1,3,3,3,3,4,4,3,2,3,3,6,0,0
1776,Male,Loyal Customer,38,Personal Travel,Eco,1933,1,2,1,3,3,1,3,3,2,4,4,2,4,3,0,0,0
1777,Female,disloyal Customer,20,Business travel,Eco,2202,2,2,2,2,3,2,2,3,3,3,1,1,2,3,15,8,0
1778,Male,Loyal Customer,34,Business travel,Business,380,2,2,2,2,3,4,5,5,5,5,5,3,5,5,0,0,1
1779,Male,Loyal Customer,17,Personal Travel,Eco,1799,1,5,1,4,1,1,1,1,3,4,5,5,4,1,0,5,0
1780,Male,Loyal Customer,43,Personal Travel,Eco,2374,4,1,4,3,3,4,4,3,4,5,3,3,4,3,49,32,0
1781,Male,Loyal Customer,33,Business travel,Business,2095,2,3,3,3,2,2,2,2,3,1,3,3,4,2,33,20,0
1782,Male,Loyal Customer,53,Business travel,Business,462,5,5,5,5,3,4,4,5,5,5,5,4,5,3,0,0,1
1783,Female,Loyal Customer,39,Business travel,Eco Plus,2268,3,2,2,2,3,3,3,3,4,5,2,4,1,3,4,15,0
1784,Male,Loyal Customer,41,Business travel,Business,2293,2,2,2,2,4,5,5,5,5,5,5,5,5,5,54,43,1
1785,Male,disloyal Customer,50,Business travel,Business,985,1,1,1,3,3,1,3,3,3,1,3,1,4,3,4,9,0
1786,Male,Loyal Customer,9,Personal Travel,Eco,1015,5,4,5,4,2,5,2,2,4,4,4,4,5,2,2,10,1
1787,Male,Loyal Customer,33,Business travel,Business,1220,5,5,5,5,5,5,4,5,4,4,5,1,2,5,0,0,1
1788,Female,Loyal Customer,17,Personal Travel,Eco,1431,1,1,1,1,5,4,4,4,4,4,4,4,4,3,0,0,1
1789,Female,Loyal Customer,9,Personal Travel,Eco Plus,2257,3,3,3,3,4,4,4,4,4,3,4,5,5,4,15,15,1
1790,Male,Loyal Customer,54,Personal Travel,Eco,1656,2,4,2,4,5,2,5,5,3,5,4,3,5,5,0,0,0
1791,Male,Loyal Customer,36,Personal Travel,Eco,2314,2,2,2,3,2,2,3,2,1,4,4,2,3,2,0,0,0
1792,Male,Loyal Customer,37,Personal Travel,Eco,2580,1,5,1,2,1,3,2,5,3,4,5,2,4,2,188,184,0
1793,Female,disloyal Customer,51,Business travel,Business,2034,4,4,4,4,4,4,4,4,3,2,4,4,5,4,0,0,1
1794,Male,disloyal Customer,49,Business travel,Business,1684,5,5,5,4,1,5,1,1,5,3,5,5,4,1,0,0,1
1795,Male,disloyal Customer,25,Business travel,Eco,2020,5,5,5,1,5,5,5,5,5,3,4,5,3,5,0,0,1
1796,Male,disloyal Customer,40,Business travel,Eco,1816,1,0,1,3,5,1,5,5,4,5,1,5,4,5,73,80,0
1797,Female,Loyal Customer,13,Personal Travel,Eco,1226,2,2,2,2,2,3,1,5,5,5,5,3,5,3,0,0,1
1798,Female,Loyal Customer,55,Business travel,Eco,425,3,2,2,2,4,2,3,3,3,3,3,2,3,1,0,3,1
1799,Female,Loyal Customer,31,Business travel,Business,1918,2,2,2,2,5,5,5,5,2,2,5,5,1,5,0,0,1
1800,Male,Loyal Customer,26,Business travel,Business,3826,1,1,1,1,1,1,1,1,2,3,2,2,4,1,15,2,0
1801,Female,Loyal Customer,43,Business travel,Business,1712,4,4,4,4,5,4,4,5,5,4,5,4,5,5,0,4,1
1802,Male,Loyal Customer,57,Personal Travel,Eco Plus,1474,2,4,2,3,5,2,5,5,2,2,1,2,3,5,65,60,0
1803,Male,Loyal Customer,28,Business travel,Business,2197,2,4,4,4,2,2,2,2,3,5,3,3,3,2,0,0,0
1804,Female,Loyal Customer,52,Business travel,Business,2925,1,1,1,1,4,4,4,4,4,4,4,5,4,4,39,31,1
1805,Male,Loyal Customer,40,Personal Travel,Eco,2297,2,3,2,2,1,2,1,1,2,1,3,2,2,1,0,0,0
1806,Female,Loyal Customer,47,Business travel,Business,3036,1,1,1,1,4,5,4,5,5,5,5,5,5,3,0,0,1
1807,Female,Loyal Customer,45,Business travel,Business,2671,2,2,2,2,2,3,2,5,5,5,4,4,5,3,0,0,1
1808,Female,disloyal Customer,32,Business travel,Business,2062,3,3,3,2,4,3,4,4,4,3,5,4,5,4,0,0,0
1809,Female,Loyal Customer,17,Business travel,Business,4727,4,4,4,4,4,4,4,4,3,2,4,5,5,4,21,15,1
1810,Female,Loyal Customer,50,Business travel,Business,581,5,5,5,5,4,2,1,2,2,2,2,5,2,4,0,0,1
1811,Male,Loyal Customer,33,Business travel,Business,5105,2,4,4,4,2,2,2,2,3,5,1,1,2,2,29,23,0
1812,Female,Loyal Customer,21,Business travel,Business,3102,1,4,4,4,1,1,1,1,4,4,4,2,4,1,16,22,0
1813,Male,Loyal Customer,69,Personal Travel,Eco,1844,0,5,0,3,3,0,3,3,3,3,5,4,5,3,0,0,1
1814,Female,disloyal Customer,40,Business travel,Business,3141,3,3,3,4,3,3,3,3,4,5,2,1,3,3,0,2,0
1815,Male,Loyal Customer,35,Business travel,Business,559,5,5,1,5,4,4,5,4,4,4,4,4,4,5,0,0,1
1816,Male,Loyal Customer,25,Personal Travel,Eco,1525,3,1,3,4,5,3,5,5,4,5,4,5,5,5,5,0,0
1817,Female,Loyal Customer,45,Business travel,Business,1647,3,3,3,3,2,5,4,5,5,5,5,5,5,4,18,0,1
1818,Female,Loyal Customer,55,Personal Travel,Eco,221,2,2,2,2,3,4,4,4,4,4,4,5,4,4,0,0,1
1819,Female,Loyal Customer,61,Personal Travel,Eco Plus,596,5,5,5,5,4,4,4,4,3,2,4,3,4,4,55,53,1
1820,Male,Loyal Customer,25,Business travel,Business,3730,3,1,1,1,3,3,3,3,4,5,4,2,4,3,0,15,0
1821,Male,Loyal Customer,40,Business travel,Business,3520,4,4,4,4,2,5,4,4,4,3,4,3,4,3,0,0,1
1822,Female,Loyal Customer,43,Business travel,Business,73,2,2,3,2,2,2,4,5,5,5,5,4,5,5,0,0,1
1823,Male,Loyal Customer,57,Business travel,Eco,2089,4,4,4,4,4,4,4,4,3,2,4,1,4,4,0,0,0
1824,Female,Loyal Customer,45,Business travel,Business,1570,0,0,0,1,4,5,5,4,4,4,4,3,4,4,0,0,1
1825,Male,Loyal Customer,61,Business travel,Business,671,2,4,4,4,2,4,4,2,2,2,2,4,2,4,0,21,0
1826,Male,Loyal Customer,47,Personal Travel,Eco,3910,4,2,4,4,4,4,4,4,3,5,3,1,3,4,0,13,0
1827,Female,Loyal Customer,52,Business travel,Eco,537,3,3,4,3,4,3,4,3,3,3,3,4,3,1,0,0,0
1828,Female,disloyal Customer,33,Business travel,Business,1902,3,3,3,1,4,3,4,4,4,4,5,4,4,4,0,0,0
1829,Male,Loyal Customer,48,Business travel,Business,2829,2,2,2,2,3,4,3,2,2,2,2,2,2,4,31,16,0
1830,Male,Loyal Customer,62,Business travel,Business,2234,1,0,0,3,1,3,2,1,1,0,1,3,1,2,10,18,0
1831,Female,Loyal Customer,16,Business travel,Business,1762,2,5,5,5,2,2,2,2,1,2,4,2,3,2,2,4,0
1832,Male,Loyal Customer,52,Business travel,Business,1600,1,1,1,1,5,5,5,4,4,4,4,3,4,3,0,0,1
1833,Male,disloyal Customer,38,Business travel,Eco,1550,3,3,3,2,3,3,3,3,3,5,3,1,2,3,0,0,0
1834,Male,Loyal Customer,22,Business travel,Business,3293,5,5,5,5,2,2,2,3,4,4,5,2,4,2,0,0,1
1835,Male,Loyal Customer,50,Personal Travel,Eco,1355,4,5,4,4,1,4,1,1,3,5,4,4,4,1,0,0,0
1836,Male,Loyal Customer,53,Personal Travel,Eco,2005,3,1,3,4,2,3,2,2,3,3,3,1,3,2,10,27,0
1837,Male,Loyal Customer,34,Personal Travel,Eco,2169,2,5,2,1,2,2,2,2,5,4,4,3,4,2,0,1,0
1838,Male,Loyal Customer,71,Business travel,Eco Plus,1876,1,5,5,5,1,1,1,1,3,1,3,1,3,1,73,89,0
1839,Male,Loyal Customer,16,Personal Travel,Eco,2425,3,4,3,3,4,3,4,4,4,2,5,3,5,4,0,2,0
1840,Male,Loyal Customer,54,Personal Travel,Eco,2324,2,1,2,3,4,2,4,4,3,2,3,1,3,4,0,0,0
1841,Male,Loyal Customer,44,Business travel,Business,3109,0,4,1,5,5,4,5,2,2,2,2,5,2,5,0,0,1
1842,Female,Loyal Customer,53,Personal Travel,Eco,1088,5,5,5,5,5,4,4,5,5,5,5,4,5,3,0,0,1
1843,Male,Loyal Customer,35,Business travel,Business,3012,1,1,1,1,2,5,4,4,4,4,4,3,4,3,91,92,1
1844,Male,Loyal Customer,45,Business travel,Business,1817,2,2,2,2,2,3,5,5,5,4,5,3,5,5,25,17,1
1845,Female,Loyal Customer,14,Personal Travel,Eco,3148,5,5,2,5,2,4,4,4,4,4,4,4,4,5,0,0,1
1846,Male,disloyal Customer,24,Business travel,Eco,1992,3,3,3,2,5,3,5,5,5,2,4,5,1,5,0,0,0
1847,Male,Loyal Customer,30,Personal Travel,Eco,1497,2,0,2,3,2,2,2,2,5,3,5,3,5,2,21,25,0
1848,Female,Loyal Customer,33,Personal Travel,Eco,1670,2,2,5,2,4,5,5,5,5,5,4,4,5,3,0,14,1
1849,Male,Loyal Customer,32,Business travel,Eco,1583,3,4,4,4,3,3,3,3,2,4,4,1,3,3,68,55,0
1850,Female,Loyal Customer,51,Business travel,Business,3829,2,1,1,1,5,3,2,2,2,2,2,1,2,1,0,0,0
1851,Female,Loyal Customer,57,Business travel,Business,2559,5,5,5,5,5,5,4,5,5,5,5,4,5,4,86,87,1
1852,Male,Loyal Customer,57,Business travel,Business,968,2,2,2,2,3,4,5,1,1,2,1,4,1,5,12,10,1
1853,Female,Loyal Customer,60,Business travel,Business,968,4,4,4,4,3,5,5,5,5,5,5,4,5,3,0,0,1
1854,Male,Loyal Customer,31,Personal Travel,Eco,1608,5,4,5,5,3,5,3,3,5,5,4,5,4,3,0,0,1
1855,Female,disloyal Customer,34,Business travel,Eco,1237,2,1,2,3,5,2,5,5,1,1,3,1,3,5,0,0,0
1856,Female,disloyal Customer,37,Business travel,Eco,1497,1,3,1,4,2,1,2,2,2,4,3,2,3,2,0,0,0
1857,Male,Loyal Customer,36,Business travel,Business,1993,2,2,2,2,3,4,4,4,4,4,4,1,4,1,0,0,1
1858,Male,Loyal Customer,52,Business travel,Business,934,3,3,3,3,2,4,4,5,5,5,5,4,5,3,34,48,1
1859,Female,disloyal Customer,23,Business travel,Eco,2103,4,4,4,1,4,4,4,4,3,5,1,5,4,4,87,81,0
1860,Female,Loyal Customer,28,Business travel,Eco,2322,5,3,3,3,5,5,5,5,2,4,2,3,4,5,0,0,1
1861,Female,Loyal Customer,34,Personal Travel,Eco,1893,1,1,1,1,5,5,2,4,4,4,4,1,4,5,113,96,1
1862,Female,Loyal Customer,20,Business travel,Business,3474,3,3,3,3,3,4,3,3,5,4,5,4,5,3,0,0,1
1863,Male,Loyal Customer,36,Personal Travel,Eco,3118,5,4,5,3,4,5,4,4,3,3,4,5,5,4,0,0,1
1864,Female,disloyal Customer,46,Business travel,Business,2425,3,3,3,5,4,3,4,4,4,4,3,3,4,4,0,0,1
1865,Male,Loyal Customer,23,Business travel,Business,3010,5,5,3,5,5,5,5,5,4,5,4,3,4,5,0,0,1
1866,Female,disloyal Customer,38,Business travel,Eco,2465,1,2,2,3,4,2,4,4,4,1,4,1,3,4,0,18,0
1867,Female,Loyal Customer,18,Personal Travel,Eco,3145,4,4,4,4,3,4,5,4,4,4,4,3,4,4,0,0,1
1868,Female,Loyal Customer,17,Personal Travel,Eco,2606,4,5,3,1,4,3,4,4,4,5,5,3,5,4,20,24,0
1869,Male,Loyal Customer,45,Business travel,Business,2094,3,3,3,3,4,4,4,3,3,4,3,5,3,4,31,14,1
1870,Female,Loyal Customer,53,Personal Travel,Eco,252,0,3,0,4,4,4,4,1,1,1,1,3,1,1,2,5,1
1871,Female,Loyal Customer,42,Business travel,Business,934,3,3,3,3,3,3,4,5,5,5,5,4,5,2,8,8,1
1872,Male,disloyal Customer,30,Business travel,Eco Plus,1913,4,4,4,4,2,4,2,2,3,1,3,3,3,2,18,32,0
1873,Male,disloyal Customer,27,Business travel,Eco,1828,2,2,2,3,5,2,5,5,1,3,4,1,3,5,10,0,0
1874,Female,Loyal Customer,27,Business travel,Business,3838,1,1,1,1,2,2,2,2,5,4,5,5,4,2,0,0,1
1875,Female,disloyal Customer,27,Business travel,Eco,2170,4,4,4,2,4,4,4,4,5,2,4,2,4,4,17,3,0
1876,Female,Loyal Customer,61,Business travel,Business,3396,1,1,1,1,5,4,3,3,3,3,1,2,3,4,0,0,0
1877,Male,Loyal Customer,44,Business travel,Business,809,1,1,1,1,2,4,4,4,4,4,4,4,4,4,20,6,1
1878,Male,Loyal Customer,62,Personal Travel,Eco,1574,5,4,5,4,5,5,2,5,3,4,5,5,5,5,9,0,1
1879,Female,Loyal Customer,41,Personal Travel,Eco,2482,3,3,5,3,5,4,3,4,4,4,4,1,4,3,9,9,1
1880,Female,disloyal Customer,35,Business travel,Eco,3011,2,1,1,3,5,2,5,5,3,4,4,3,4,5,0,0,0
1881,Male,disloyal Customer,22,Business travel,Eco,1566,2,4,2,4,5,2,5,5,4,5,4,5,4,5,45,45,0
1882,Male,Loyal Customer,14,Business travel,Business,4221,1,4,4,4,1,1,1,1,3,1,4,2,4,1,39,61,0
1883,Female,Loyal Customer,48,Business travel,Eco,1610,3,2,2,2,3,3,2,2,2,3,2,1,2,1,71,91,0
1884,Male,Loyal Customer,49,Business travel,Business,384,0,0,0,2,3,4,5,4,4,4,4,3,4,3,0,0,1
1885,Female,Loyal Customer,51,Business travel,Business,3639,4,4,4,4,2,5,4,5,5,5,5,3,5,5,4,0,1
1886,Male,Loyal Customer,46,Business travel,Business,2809,5,5,5,5,3,5,4,5,5,5,5,4,5,4,0,0,1
1887,Female,Loyal Customer,47,Business travel,Eco,1930,1,3,3,3,5,2,4,1,1,1,1,2,1,4,0,27,0
1888,Female,disloyal Customer,42,Business travel,Eco Plus,2678,3,3,3,3,5,3,5,5,2,1,3,3,4,5,0,0,0
1889,Female,disloyal Customer,40,Business travel,Business,2104,4,4,4,5,5,4,5,5,1,1,5,2,5,5,0,0,0
1890,Female,Loyal Customer,48,Business travel,Business,2249,4,2,2,2,4,4,4,1,1,3,2,4,1,4,245,230,0
1891,Male,Loyal Customer,17,Personal Travel,Eco,2787,2,1,2,2,1,2,1,1,3,5,3,3,2,1,0,0,0
1892,Male,Loyal Customer,7,Personal Travel,Eco,1496,3,4,3,1,2,3,2,2,3,3,5,5,4,2,25,11,0
1893,Female,Loyal Customer,65,Personal Travel,Eco,2353,2,2,2,2,3,3,3,5,3,5,5,3,5,3,5,9,1
1894,Male,disloyal Customer,27,Business travel,Business,1926,5,5,5,3,1,5,1,1,4,5,5,4,4,1,1,0,1
1895,Male,Loyal Customer,48,Personal Travel,Eco Plus,2053,2,4,2,3,1,2,1,1,4,5,4,4,4,1,0,0,0
1896,Female,Loyal Customer,21,Business travel,Business,3200,4,4,4,4,5,5,5,5,3,4,4,4,5,5,0,0,1
1897,Male,Loyal Customer,56,Business travel,Business,1950,1,1,1,1,2,5,4,4,4,4,4,4,4,3,0,0,1
1898,Male,Loyal Customer,52,Personal Travel,Eco,2025,1,4,1,3,1,1,1,1,1,5,4,3,4,1,0,6,0
1899,Male,Loyal Customer,54,Business travel,Business,1919,5,5,5,5,2,5,4,3,3,4,3,4,3,4,29,25,1
1900,Male,disloyal Customer,29,Business travel,Business,1933,3,3,3,4,1,3,5,1,3,4,5,4,5,1,0,0,0
1901,Male,Loyal Customer,53,Business travel,Business,388,1,1,1,1,3,4,5,4,4,4,4,3,4,3,0,0,1
1902,Male,Loyal Customer,22,Business travel,Business,2966,1,1,1,1,4,4,1,4,4,3,3,4,3,4,0,0,0
1903,Male,Loyal Customer,28,Business travel,Business,1715,4,1,4,4,2,2,2,2,4,4,5,4,2,2,0,0,1
1904,Male,Loyal Customer,58,Business travel,Business,2260,1,1,1,1,5,4,5,4,4,4,4,4,4,3,6,3,1
1905,Female,disloyal Customer,21,Business travel,Eco,1475,3,4,4,4,4,4,4,4,1,4,3,2,4,4,117,114,0
1906,Male,Loyal Customer,33,Business travel,Eco,957,4,3,3,3,4,4,4,4,2,5,1,2,3,4,0,0,1
1907,Female,Loyal Customer,67,Business travel,Business,1350,3,2,4,2,3,3,3,3,3,3,3,4,3,1,77,60,0
1908,Male,Loyal Customer,52,Business travel,Business,2819,2,2,2,2,4,5,4,4,4,4,4,4,4,3,0,0,1
1909,Male,Loyal Customer,51,Personal Travel,Eco,2393,5,4,5,2,1,5,1,1,4,5,4,4,4,1,0,1,1
1910,Female,Loyal Customer,53,Business travel,Business,2399,2,2,2,2,4,4,4,4,4,4,4,5,4,3,0,0,1
1911,Male,Loyal Customer,57,Personal Travel,Eco,1720,4,4,4,3,4,4,4,4,4,5,1,4,1,4,3,0,1
1912,Male,Loyal Customer,39,Business travel,Business,3710,4,5,4,4,4,5,4,4,4,4,4,5,4,3,6,7,1
1913,Male,Loyal Customer,53,Personal Travel,Eco,2117,4,5,4,3,3,4,3,3,4,5,3,3,4,3,1,0,1
1914,Male,Loyal Customer,22,Business travel,Business,3988,3,3,5,3,4,4,4,4,1,4,5,5,4,4,0,0,1
1915,Male,Loyal Customer,25,Business travel,Business,2467,4,2,4,4,4,5,4,4,3,5,4,3,5,4,0,0,1
1916,Female,Loyal Customer,30,Business travel,Business,3089,3,3,3,3,3,3,3,3,1,4,3,2,2,3,0,0,0
1917,Female,disloyal Customer,45,Personal Travel,Eco,1403,1,3,0,2,5,0,5,5,2,3,4,3,5,5,14,7,0
1918,Male,Loyal Customer,46,Business travel,Eco,1320,4,5,5,5,4,4,4,4,1,3,2,4,2,4,0,0,1
1919,Male,Loyal Customer,53,Business travel,Eco,3120,3,5,5,5,3,3,3,3,4,1,3,3,3,3,11,0,0
1920,Male,disloyal Customer,44,Business travel,Eco,2187,3,3,3,4,4,3,4,4,4,1,4,3,3,4,38,27,0
1921,Female,Loyal Customer,45,Business travel,Business,1397,3,3,4,3,4,5,4,5,5,5,5,4,5,3,1,0,1
1922,Female,Loyal Customer,32,Personal Travel,Eco Plus,1476,4,5,4,3,4,4,4,4,4,3,5,5,4,4,1,0,1
1923,Male,Loyal Customer,34,Business travel,Eco,1491,2,2,2,2,2,2,2,2,1,1,3,1,4,2,0,0,0
1924,Male,Loyal Customer,52,Business travel,Business,372,5,5,5,5,5,5,5,5,5,5,5,5,5,4,0,3,1
1925,Male,Loyal Customer,47,Business travel,Business,3213,3,3,3,3,3,5,4,5,5,5,5,4,5,4,0,0,1
1926,Female,Loyal Customer,43,Business travel,Business,1110,3,3,3,3,2,4,5,4,4,4,4,3,4,3,24,16,1
1927,Male,Loyal Customer,40,Business travel,Business,597,3,3,3,3,3,4,4,4,4,4,4,3,4,5,2,0,1
1928,Female,Loyal Customer,33,Business travel,Business,627,1,1,1,1,4,4,4,2,2,2,2,4,2,4,2,0,1
1929,Male,Loyal Customer,51,Personal Travel,Eco Plus,1243,2,5,2,3,2,2,2,2,3,5,4,4,5,2,3,3,0
1930,Female,Loyal Customer,31,Personal Travel,Eco,2161,1,1,1,1,3,4,5,5,5,4,5,5,5,4,10,1,1
1931,Male,Loyal Customer,42,Business travel,Business,3684,5,5,5,5,2,4,5,4,4,4,4,3,4,4,4,3,1
1932,Female,disloyal Customer,49,Business travel,Eco,2707,1,1,1,2,4,1,4,4,1,5,1,1,1,4,7,13,0
1933,Female,Loyal Customer,45,Personal Travel,Eco,367,1,1,2,1,5,4,5,4,4,5,4,4,4,4,0,0,1
1934,Male,Loyal Customer,40,Business travel,Business,786,4,4,4,4,1,2,3,4,4,4,4,3,4,5,0,0,1
1935,Male,Loyal Customer,61,Personal Travel,Eco,1927,1,2,1,4,2,1,2,2,2,1,3,3,3,2,0,9,0
1936,Male,Loyal Customer,55,Business travel,Business,506,2,2,2,2,5,5,5,5,5,5,5,3,5,1,0,0,1
1937,Male,Loyal Customer,56,Business travel,Business,1460,2,2,2,2,5,4,4,3,3,3,3,5,3,5,115,100,1
1938,Female,Loyal Customer,56,Personal Travel,Business,73,0,0,0,3,5,3,5,4,4,0,1,5,4,4,0,0,1
1939,Female,Loyal Customer,46,Business travel,Eco,862,4,1,1,1,4,2,1,4,4,4,4,3,4,2,0,9,0
1940,Male,Loyal Customer,45,Business travel,Business,2603,3,3,3,3,5,5,5,4,4,5,1,5,2,5,17,41,1
1941,Male,Loyal Customer,23,Business travel,Eco,3302,4,5,5,5,4,4,3,4,5,5,5,3,2,4,2,0,1
1942,Male,disloyal Customer,42,Business travel,Business,2092,2,2,2,4,4,2,4,4,4,3,5,4,4,4,2,0,0
1943,Male,Loyal Customer,25,Business travel,Eco Plus,1955,5,2,1,1,5,5,5,5,4,4,2,3,2,5,6,4,1
1944,Female,Loyal Customer,30,Personal Travel,Business,2347,4,4,4,1,5,4,4,5,3,4,4,3,4,5,44,48,0
1945,Female,Loyal Customer,37,Personal Travel,Eco,2364,2,5,1,5,1,2,2,3,2,5,4,2,4,2,236,226,0
1946,Male,Loyal Customer,50,Business travel,Eco,2856,5,1,1,1,5,5,5,5,5,5,5,5,5,5,0,0,1
1947,Female,Loyal Customer,16,Personal Travel,Eco Plus,981,5,2,5,3,2,5,2,2,5,4,4,4,5,2,0,0,1
1948,Female,Loyal Customer,49,Business travel,Business,838,1,5,4,4,2,2,1,1,1,1,1,1,1,2,15,0,0
1949,Female,disloyal Customer,35,Personal Travel,Eco,2533,1,3,1,5,5,1,4,5,4,1,1,1,3,5,0,5,0
1950,Female,Loyal Customer,46,Business travel,Eco,1020,4,2,2,2,5,3,3,4,4,4,4,1,4,1,0,0,0
1951,Male,Loyal Customer,57,Business travel,Business,1344,2,2,2,2,4,5,4,4,4,4,4,4,4,4,0,0,1
1952,Male,Loyal Customer,52,Business travel,Business,2520,2,3,3,3,4,4,3,2,2,2,2,1,2,3,0,0,0
1953,Female,Loyal Customer,69,Personal Travel,Eco,570,4,4,4,3,5,1,1,4,4,4,4,2,4,1,6,1,0
1954,Female,Loyal Customer,29,Business travel,Business,3344,3,3,3,3,4,3,4,4,1,2,5,5,4,4,2,0,1
1955,Female,Loyal Customer,41,Business travel,Business,893,3,3,3,3,4,5,4,4,4,4,4,5,4,4,6,0,1
1956,Female,Loyal Customer,37,Business travel,Business,203,3,2,2,2,2,4,3,3,3,3,3,4,3,2,2,0,0
1957,Male,Loyal Customer,51,Business travel,Business,1076,1,1,1,1,2,5,4,5,5,5,5,5,5,3,0,0,1
1958,Female,Loyal Customer,32,Business travel,Eco Plus,1592,4,1,1,1,5,5,5,5,5,1,2,1,2,5,6,7,1
1959,Male,Loyal Customer,34,Personal Travel,Eco,1945,4,5,4,3,1,4,1,1,4,3,5,4,4,1,1,0,0
1960,Female,Loyal Customer,34,Personal Travel,Eco,970,3,3,5,3,2,2,2,2,4,3,3,4,2,2,1,0,1
1961,Female,Loyal Customer,38,Personal Travel,Eco,1475,4,1,1,1,1,4,2,5,5,4,5,4,5,1,0,0,1
1962,Male,Loyal Customer,51,Business travel,Business,956,2,4,2,2,2,3,3,4,4,5,4,3,4,5,0,0,1
1963,Female,Loyal Customer,17,Personal Travel,Eco,1572,0,5,0,4,4,4,4,1,1,1,1,3,1,3,0,0,1
1964,Female,disloyal Customer,32,Business travel,Business,1349,4,4,4,2,4,4,4,4,3,2,4,4,4,4,12,4,0
1965,Female,Loyal Customer,50,Business travel,Business,2394,2,2,2,2,3,5,5,5,5,5,5,4,5,5,3,0,1
1966,Female,Loyal Customer,46,Personal Travel,Eco,3308,3,5,3,1,3,4,1,3,4,3,4,1,3,1,296,301,0
1967,Male,Loyal Customer,55,Business travel,Business,4007,5,5,5,5,3,5,5,5,5,5,5,3,5,3,7,0,1
1968,Female,Loyal Customer,49,Business travel,Business,892,2,2,2,2,3,5,5,4,4,3,4,5,4,3,3,5,1
1969,Female,Loyal Customer,60,Business travel,Business,373,3,3,3,3,2,5,5,5,5,5,5,4,5,5,10,4,1
1970,Female,Loyal Customer,70,Personal Travel,Eco,130,5,2,2,2,5,5,5,5,5,4,3,2,1,5,0,12,1
